,0.625 MHz,1.25 MHz,1.875 MHz,2.5 MHz,3.125 MHz,3.75 MHz,4.375 MHz,5 MHz,5.625 MHz,6.25 MHz
11234,-4352,-7168,1280,-15872,10240,-11776,-4864,15104,14592,14080
11235,-12800,-16128,14848,14592,-10240,3328,15872,8960,14848,14336
11236,-16128,-2560,-10496,-7936,10240,6656,-5120,-9472,9472,14336
11237,-13568,14336,-8448,-2048,-10240,-13824,-12800,-14848,512,14080
11238,-5632,11520,15616,11008,10240,15872,12800,256,-8704,14336
11239,4352,-7168,-1280,-15872,-10240,-11776,4864,14848,-14592,14336
11240,12800,-16128,-14848,14592,10240,3328,-15872,8960,-14848,14080
11241,16128,-2560,10496,-7936,-10240,6400,5120,-9472,-9472,14080
11242,13568,14336,8448,-2048,10240,-13824,12800,-14848,-512,14080
11243,5632,11520,-15872,11008,-10240,15872,-12800,256,8704,14336
11244,-4352,-7168,1280,-15872,10240,-11776,-4864,15104,14592,14080
11245,-12800,-15872,14848,14592,-10240,3072,15872,8960,14848,14336
11246,-16128,-2560,-10496,-7936,10240,6656,-5120,-9472,9472,14336
11247,-13568,14336,-8448,-2048,-10240,-13824,-12800,-14848,512,14336
11248,-5632,11520,15616,11008,10240,15872,12800,256,-8704,14336
11249,4352,-7424,-1280,-15872,-10240,-11776,4864,15104,-14592,14336
11250,12800,-16128,-14848,14592,10240,3328,-15872,8960,-14848,14080
11251,16128,-2560,10496,-7680,-10240,6656,5120,-9472,-9472,14336
11252,13568,14336,8448,-2048,10240,-13824,12800,-14848,-512,14336
11253,5632,11520,-15616,11008,-10240,15872,-12800,256,8704,14080
11254,-4352,-7424,1280,-15872,10240,-11776,-4864,15104,14592,14080
11255,-12800,-16128,14848,14592,-10240,3328,15872,8960,14848,14336
11256,-16128,-2560,-10496,-7936,10240,6656,-5120,-9472,9472,14080
11257,-13568,14336,-8448,-2048,-10240,-13824,-12800,-14848,512,14336
11258,-5632,11520,15872,11008,10240,15872,12800,256,-8704,14080
11259,4352,-7168,-1536,-15872,-10240,-11776,4864,15104,-14592,14336
11260,12800,-16128,-14848,14592,10240,3328,-15872,8960,-14848,14336
11261,16128,-2560,10496,-7936,-10240,6656,4864,-9472,-9472,14336
11262,13568,14336,8448,-2048,10240,-13824,12800,-14848,-512,14336
11263,5632,11520,-15872,11008,-10240,15872,-12800,256,8704,14336
11264,-4352,-7168,1280,-15872,10240,-11776,-4864,14848,14592,14336
11265,-12800,-16128,14848,14592,-10240,3072,15872,8960,14848,14336
11266,-16384,-2560,-10496,-7680,10240,6656,-5120,-9472,9472,14336
11267,-13568,14336,-8448,-2048,-10240,-13824,-12800,-14848,512,14336
11268,-5632,11520,15872,11008,10240,15872,12800,256,-8704,14336
11269,4352,-7168,-1280,-15872,-10240,-11776,4864,15104,-14592,14336
11270,12800,-15872,-14848,14592,10240,3328,-15872,8960,-14848,14336
11271,16128,-2560,10496,-7680,-10240,6656,5120,-9472,-9472,14336
11272,13568,14336,8448,-2048,10240,-13824,12800,-14848,-512,14336
11273,5632,11520,-15872,11008,-10240,15872,-12800,256,8704,14336
11274,-4352,-7168,1280,-15872,10240,-11776,-4864,15104,14592,14336
11275,-12800,-16128,14848,14592,-10240,3072,15872,8960,14848,14080
11276,-16128,-2560,-10496,-7936,10240,6656,-5120,-9472,9472,14336
11277,-13568,14336,-8448,-2048,-10240,-13824,-12800,-14848,512,14336
11278,-5632,11520,15616,11008,10240,15872,12800,256,-8704,14080
11279,4352,-7168,-1280,-15872,-10240,-11776,4864,15104,-14592,14336
11280,12800,-16128,-14848,14592,10240,3328,-15872,8960,-14848,14336
11281,16128,-2560,10496,-7936,-10240,6656,5120,-9472,-9728,14336
11282,13568,14336,8448,-2048,10240,-13824,12800,-14848,-512,14080
11283,5632,11520,-15872,11008,-10240,15872,-12800,256,8704,14336
11284,-4352,-7168,1536,-15872,10240,-11776,-4864,15104,14592,14336
11285,-12800,-16128,14848,14592,-10240,3072,15872,8960,14848,14336
11286,-16128,-2560,-10496,-7680,10240,6400,-5120,-9472,9728,14080
11287,-13568,14336,-8448,-2048,-10240,-13824,-12800,-14848,512,14336
11288,-5632,11520,15616,11008,10240,15872,12800,256,-8704,14336
11289,4352,-7424,-1280,-15872,-10240,-11776,4864,14848,-14592,14336
11290,12800,-15872,-14848,14592,10240,3072,-15872,8960,-14848,14336
11291,16128,-2560,10496,-7936,-10240,6656,5120,-9472,-9728,14336
11292,13568,14336,8448,-2048,10240,-13824,12800,-14848,-768,14336
11293,5632,11520,-15872,11008,-10240,15872,-12800,256,8704,14336
11294,-4352,-7424,1280,-15872,10240,-11776,-4864,14848,14592,14336
11295,-12800,-16128,14848,14592,-10240,3328,15872,8960,14848,14080
11296,-16128,-2560,-10496,-7680,10240,6656,-5120,-9472,9472,14336
11297,-13568,14336,-8448,-2048,-10240,-13824,-12800,-14848,512,14336
11298,-5632,11520,15616,11008,10240,15872,12800,256,-8704,14336
11299,4352,-7424,-1280,-15872,-10240,-11776,4864,14848,-14592,14336
11300,12800,-16128,-14848,14592,10240,3328,-15872,8960,-14848,14336
11301,16128,-2560,10496,-7680,-10240,6400,5120,-9472,-9472,14336
11302,13312,14336,8448,-2048,10240,-13824,12800,-14848,-512,14336
11303,5632,11520,-15616,11008,-10240,15872,-12800,256,8704,14336
11304,-4352,-7168,1280,-15872,10240,-11776,-4864,14848,14592,14336
11305,-12800,-16128,14848,14592,-10240,3328,15872,8960,14848,14336
11306,-16128,-2560,-10496,-7936,10240,6656,-5120,-9472,9472,14336
11307,-13568,14336,-8448,-2048,-10240,-13824,-12800,-14848,512,14336
11308,-5632,11520,15616,11008,10240,15872,12800,256,-8704,14336
11309,4352,-7168,-1280,-15872,-10240,-11776,4864,14848,-14592,14336
11310,12800,-15872,-14848,14592,10240,3072,-15872,8960,-14848,14080
11311,16128,-2560,10496,-7936,-10240,6656,5120,-9472,-9728,14336
11312,13568,14336,8448,-2048,10240,-13824,12800,-14848,-512,14336
11313,5632,11520,-15616,11008,-10240,15872,-12800,256,8704,14336
11314,-4352,-7424,1280,-15872,10240,-11776,-4864,14848,14592,14080
11315,-12800,-16128,14848,14592,-10240,3328,15872,8960,14848,14336
11316,-16384,-2560,-10496,-7936,10240,6400,-4864,-9472,9472,14336
11317,-13568,14336,-8448,-2048,-10240,-13824,-12800,-14848,512,14336
11318,-5632,11520,15616,11008,10240,15872,12800,256,-8704,14336
11319,4352,-7424,-1280,-15872,-10240,-11776,4864,15104,-14592,14336
11320,12800,-16128,-14848,14592,10240,3072,-15872,8960,-14848,14336
11321,16128,-2560,10496,-7936,-10240,6656,4864,-9472,-9728,14080
11322,13568,14336,8192,-2048,10240,-13824,12800,-14848,-512,14336
11323,5632,11520,-15872,11008,-10240,15872,-12800,256,8704,14080
11324,-4352,-7168,1280,-15872,10240,-11776,-4864,14848,14592,14336
11325,-12800,-16128,14848,14592,-10240,3072,15872,8960,14848,14336
11326,-16128,-2560,-10496,-7936,10240,6656,-5120,-9472,9472,14336
11327,-13568,14336,-8448,-2048,-10240,-13824,-12800,-14848,512,14080
11328,-5632,11520,15616,11008,10240,15872,12800,256,-8704,14336
11329,4352,-7168,-1280,-15872,-10240,-11776,4864,15104,-14592,14336
11330,12800,-16128,-14848,14592,10240,3328,-15872,8960,-14848,14080
11331,16128,-2560,10496,-7936,-10240,6656,4864,-9472,-9728,14336
11332,13568,14336,8448,-2048,10240,-13824,12800,-14848,-512,14336
11333,5632,11520,-15872,11008,-10240,15872,-12800,256,8704,14336
11334,-4352,-7168,1280,-15872,10240,-11776,-4864,14848,14592,14336
11335,-12800,-16128,14848,14592,-10240,3072,15872,8960,14848,14336
11336,-16128,-2560,-10496,-7936,10240,6656,-4864,-9472,9472,14336
11337,-13568,14336,-8448,-2048,-10240,-13824,-12800,-14848,512,14080
11338,-5632,11520,15616,11008,10240,15872,12800,256,-8704,14336
11339,4352,-7424,-1280,-15872,-10240,-11776,4864,14848,-14592,14336
11340,12800,-15872,-14848,14592,10240,3072,-15872,8960,-14848,14336
11341,16128,-2560,10496,-7936,-10240,6656,5120,-9472,-9728,14336
11342,13568,14336,8448,-2048,10240,-13824,12800,-14848,-768,14336
11343,5632,11520,-15872,11008,-10240,15872,-12800,256,8704,14336
11344,-4352,-7168,1280,-15872,10240,-11776,-4864,14848,14592,14336
11345,-12800,-16128,14848,14592,-10240,3072,15872,8960,14848,14080
11346,-16128,-2560,-10496,-7936,10240,6656,-5120,-9472,9472,14336
11347,-13568,14336,-8448,-2048,-10240,-13824,-12800,-14848,512,14336
11348,-5632,11520,15872,11008,10240,15872,12800,256,-8704,14336
11349,4352,-7424,-1536,-15872,-10240,-11776,4864,14848,-14592,14336
11350,12800,-16128,-14848,14592,10240,3328,-15872,8960,-14848,14336
11351,16128,-2560,10496,-7936,-10240,6656,4864,-9472,-9472,14336
11352,13568,14336,8192,-1792,10240,-13824,12800,-14848,-768,14336
11353,5632,11520,-15872,11008,-10240,15872,-12800,256,8704,14336
11354,-4352,-7424,1280,-15872,10240,-11776,-4864,15104,14592,14336
11355,-12800,-16128,14848,14592,-10240,3072,15872,8960,14848,14336
11356,-16128,-2560,-10496,-7936,10240,6656,-4864,-9472,9728,14336
11357,-13568,14336,-8448,-2048,-10240,-13824,-12800,-14848,512,14336
11358,-5632,11520,15872,11008,10240,15872,12800,256,-8704,14336
11359,4352,-7424,-1280,-15872,-10240,-11776,4864,14848,-14592,14336
11360,12800,-16128,-14848,14592,10240,3328,-15872,8960,-14848,14336
11361,16128,-2560,10496,-7936,-10240,6656,5120,-9472,-9728,14336
11362,13568,14336,8448,-2048,10240,-13824,12800,-14848,-512,14336
11363,5632,11520,-15872,11008,-10240,15872,-12800,256,8704,14336
11364,-4352,-7424,1280,-15872,10240,-11776,-4864,15104,14592,14336
11365,-12800,-16128,14848,14592,-10240,3072,15872,8960,14848,14336
11366,-16128,-2560,-10496,-7936,10240,6656,-5120,-9472,9728,14336
11367,-13568,14336,-8448,-2048,-10240,-13824,-12800,-14848,512,14336
11368,-5632,11520,15616,11008,10240,15872,12800,256,-8704,14336
11369,4352,-7424,-1536,-15872,-10240,-11776,4864,15104,-14592,14336
11370,12800,-15872,-14848,14592,10240,3072,-15872,8960,-14848,14080
11371,16128,-2560,10496,-7680,-10240,6656,4864,-9472,-9728,14336
11372,13568,14336,8448,-2048,10240,-13824,12800,-14848,-512,14336
11373,5632,11520,-15616,11008,-10240,15872,-12800,256,8704,14080
11374,-4352,-7168,1280,-15872,10240,-11776,-4864,14848,14592,14336
11375,-12800,-16128,14848,14592,-10240,3072,15872,8960,14848,14080
11376,-16128,-2560,-10496,-7936,10240,6656,-4864,-9472,9728,14336
11377,-13568,14336,-8448,-2048,-10240,-13824,-12800,-14848,512,14336
11378,-5632,11520,15616,11008,10240,15872,12800,256,-8704,14336
11379,4352,-7168,-1280,-15872,-10240,-11776,4864,14848,-14592,14336
11380,12800,-16128,-14848,14592,10240,3072,-15872,8960,-14848,14336
11381,16128,-2560,10496,-7936,-10240,6656,4864,-9472,-9728,14336
11382,13568,14336,8448,-2048,10240,-13824,12800,-14848,-768,14336
11383,5632,11520,-15616,11008,-10240,15872,-12800,256,8448,14336
11384,-4352,-7424,1280,-15872,10240,-11776,-4864,15104,14592,14336
11385,-12800,-15872,14848,14592,-10240,3072,15872,8960,14848,14080
11386,-16128,-2560,-10496,-7936,10240,6656,-4864,-9472,9728,14336
11387,-13568,14336,-8448,-2048,-10240,-13824,-12800,-14848,512,14336
11388,-5632,11520,15616,11008,10240,15872,12800,256,-8448,14336
11389,4352,-7424,-1280,-15872,-10240,-11776,4864,15104,-14592,14336
11390,12800,-16128,-14848,14592,10240,3072,-15872,8960,-14848,14336
11391,16128,-2560,10496,-7936,-10240,6656,4864,-9472,-9728,14336
11392,13568,14336,8448,-2048,10240,-13824,12800,-14848,-512,14336
11393,5632,11520,-15872,11008,-10240,15872,-12800,256,8448,14336
11394,-4352,-7424,1536,-15872,10240,-11776,-4864,14848,14592,14080
11395,-12800,-16128,14848,14592,-10240,3072,15872,8960,14848,14080
11396,-16128,-2560,-10496,-7936,10240,6656,-4864,-9472,9728,14336
11397,-13568,14336,-8448,-2048,-10240,-13824,-12800,-14848,512,14336
11398,-5632,11520,15872,11008,10240,15872,12800,256,-8704,14336
11399,4352,-7424,-1280,-15872,-10240,-11776,4864,14848,-14592,14336
11400,12800,-16128,-14848,14592,10240,3072,-15872,8960,-14848,14336
11401,16128,-2560,10496,-7936,-10240,6656,4864,-9472,-9728,14336
11402,13312,14336,8448,-2048,10240,-13824,12800,-14848,-768,14336
11403,5632,11520,-15872,11008,-10240,15872,-12800,256,8448,14336
11404,-4352,-7424,1280,-15872,10240,-11776,-4864,15104,14592,14336
11405,-12800,-16128,14848,14592,-10240,3072,15872,8960,14848,14336
11406,-16128,-2560,-10752,-7936,10240,6656,-4864,-9472,9728,14336
11407,-13568,14336,-8448,-2048,-10240,-13824,-12800,-14848,512,14336
11408,-5632,11520,15872,11008,10240,15872,12800,256,-8704,14336
11409,4352,-7424,-1280,-15872,-10240,-11776,4864,14848,-14592,14336
11410,12800,-16128,-14848,14592,10240,3072,-15872,8960,-14848,14336
11411,16128,-2560,10496,-7936,-10240,6656,4864,-9472,-9728,14336
11412,13568,14336,8448,-2048,10240,-13824,12800,-14848,-768,14336
11413,5632,11520,-15616,11008,-10240,15872,-12800,256,8704,14336
11414,-4352,-7168,1280,-15872,10240,-11776,-4864,14848,14592,14080
11415,-12800,-15872,14848,14592,-10240,3072,15872,8960,14848,14336
11416,-16128,-2560,-10496,-7936,10240,6656,-4864,-9472,9728,14336
11417,-13568,14336,-8448,-1792,-10240,-13824,-12800,-14848,512,14336
11418,-5632,11520,15872,11008,10240,15872,12800,256,-8704,14336
11419,4352,-7168,-1280,-15872,-10240,-11776,4864,14848,-14592,14336
11420,12800,-15872,-14848,14592,10240,3328,-15872,8960,-15104,14336
11421,16128,-2560,10496,-7936,-10240,6656,4864,-9472,-9728,14336
11422,13568,14336,8448,-2048,10240,-13824,12800,-14848,-768,14336
11423,5632,11520,-15616,11008,-10240,15872,-12800,256,8704,14336
11424,-4608,-7424,1280,-15872,10240,-11776,-4864,14848,14592,14336
11425,-12800,-16128,14848,14592,-10240,3072,15872,8960,14848,14336
11426,-16128,-2560,-10496,-7936,10240,6656,-4864,-9472,9728,14336
11427,-13568,14336,-8448,-2048,-10240,-13824,-12800,-14848,512,14336
11428,-5632,11520,15616,11008,10240,15872,12800,256,-8704,14336
11429,4352,-7168,-1536,-15872,-10240,-11776,4864,14848,-14592,14336
11430,12800,-16128,-14848,14592,10240,3072,-15872,8960,-14848,14336
11431,16128,-2560,10496,-7936,-10240,6656,4864,-9472,-9728,14336
11432,13312,14336,8448,-2048,10240,-13824,12800,-14848,-768,14336
11433,5632,11520,-15872,11008,-10240,15872,-12800,256,8448,14336
11434,-4352,-7424,1280,-15872,10240,-11776,-4864,15104,14592,14336
11435,-12800,-16128,14848,14592,-10240,3072,15872,8960,14848,14336
11436,-16128,-2560,-10496,-7936,10240,6656,-4864,-9472,9728,14336
11437,-13568,14336,-8448,-2048,-10240,-13824,-12800,-14848,512,14336
11438,-5632,11520,15616,11008,10240,15872,12800,256,-8704,14336
11439,4352,-7168,-1536,-15872,-10240,-11776,4864,14848,-14592,14336
11440,12800,-16128,-14848,14592,10240,3072,-15872,8960,-14848,14336
11441,16128,-2560,10496,-7936,-10240,6656,4864,-9472,-9728,14080
11442,13568,14336,8448,-2048,10240,-13824,12800,-14848,-768,14336
11443,5632,11520,-15872,11008,-10240,15872,-12800,256,8448,14336
11444,-4352,-7168,1280,-15872,10240,-11776,-4864,14848,14592,14336
11445,-12800,-15872,14848,14592,-10240,3072,15872,8960,14848,14336
11446,-16384,-2560,-10496,-7936,10240,6656,-4864,-9472,9728,14336
11447,-13568,14336,-8448,-2048,-10240,-13824,-12800,-14848,768,14080
11448,-5632,11520,15616,11008,10240,15872,12800,256,-8704,14336
11449,4352,-7424,-1536,-15872,-10240,-11776,4864,15104,-14592,14336
11450,12800,-15872,-14848,14592,10240,3072,-15872,8960,-14848,14336
11451,16128,-2560,10496,-7936,-10240,6656,4864,-9472,-9728,14336
11452,13568,14336,8192,-2048,10240,-13824,12800,-14848,-768,14336
11453,5632,11520,-15872,11008,-10240,15872,-12800,256,8448,14336
11454,-4352,-7424,1536,-15872,10240,-11776,-4864,14848,14592,14336
11455,-12800,-16128,14848,14592,-10240,3072,15872,8960,14848,14080
11456,-16128,-2560,-10496,-7936,10240,6656,-4864,-9472,9728,14336
11457,-13568,14336,-8448,-2048,-10240,-13824,-12800,-14848,768,14336
11458,-5632,11520,15616,11008,10240,15872,12800,256,-8448,14336
11459,4352,-7168,-1280,-15872,-10240,-11776,4864,15104,-14592,14336
11460,12800,-16128,-14848,14592,10240,3072,-15872,8960,-14848,14336
11461,16128,-2560,10496,-7936,-10240,6656,4864,-9472,-9728,14336
11462,13312,14336,8192,-1792,10240,-13824,12800,-14848,-768,14336
11463,5632,11520,-15616,11008,-10240,15872,-12800,256,8704,14336
11464,-4608,-7424,1280,-15872,10240,-11776,-4864,14848,14592,14336
11465,-12800,-15872,14848,14592,-10240,3072,15872,8960,14848,14336
11466,-16128,-2560,-10496,-7680,10240,6656,-5120,-9472,9728,14336
11467,-13568,14336,-8448,-2048,-10240,-13824,-12800,-14848,512,14080
11468,-5632,11520,15616,11008,10240,15872,12800,256,-8448,14336
11469,4352,-7168,-1280,-15872,-10240,-11776,4864,14848,-14592,14336
11470,12800,-16128,-14848,14592,10240,3072,-15872,8960,-14848,14336
11471,16128,-2560,10496,-7936,-10240,6656,4864,-9472,-9728,14336
11472,13568,14336,8448,-2048,10240,-13824,12800,-14848,-768,14336
11473,5632,11520,-15616,11008,-10240,15872,-12800,256,8448,14336
11474,-4352,-7424,1280,-15872,10240,-11776,-4864,15104,14592,14336
11475,-12800,-16128,14848,14592,-10240,3072,15872,8960,14848,14336
11476,-16128,-2560,-10496,-7936,10240,6656,-4864,-9472,9728,14336
11477,-13568,14336,-8448,-2048,-10240,-13824,-12800,-14848,512,14336
11478,-5632,11520,15616,11008,10240,15872,12800,256,-8448,14336
11479,4352,-7424,-1280,-15872,-10240,-11776,4864,14848,-14592,14336
11480,12800,-16128,-14848,14592,10240,3072,-15872,8960,-14848,14336
11481,16128,-2560,10496,-7936,-10240,6656,4864,-9472,-9728,14336
11482,13568,14336,8192,-2048,10240,-13824,12800,-14848,-768,14336
11483,5632,11520,-15616,11008,-10240,15872,-12800,256,8704,14336
11484,-4352,-7168,1280,-15872,10240,-11776,-4864,15104,14592,14336
11485,-12800,-15872,14848,14592,-10240,3072,15872,8960,14848,14336
11486,-16384,-2560,-10752,-7936,10240,6656,-4864,-9472,9728,14336
11487,-13568,14336,-8448,-1792,-10240,-13824,-12800,-14848,512,14336
11488,-5632,11520,15616,11008,10240,15872,12800,256,-8448,14336
11489,4352,-7168,-1536,-15872,-10240,-11776,4864,15104,-14592,14336
11490,12800,-16128,-14848,14592,10240,3328,-15872,8960,-14848,14336
11491,16128,-2560,10496,-7936,-10240,6656,4864,-9472,-9728,14336
11492,13568,14336,8448,-2048,10240,-13824,12800,-14848,-768,14336
11493,5632,11520,-15872,11008,-10240,15872,-12800,256,8448,14336
11494,-4352,-7424,1536,-15872,10240,-11776,-4864,14848,14592,14336
11495,-12800,-16128,14848,14592,-10240,3072,15872,8960,14848,14336
11496,-16128,-2560,-10496,-7936,10240,6656,-4864,-9472,9728,14336
11497,-13568,14336,-8448,-1792,-10240,-13824,-12800,-14848,768,14336
11498,-5632,11520,15616,11008,10240,15872,12800,256,-8448,14336
11499,4352,-7424,-1536,-15872,-10240,-11776,4864,14848,-14592,14336
11500,12800,-16128,-14848,14592,10240,3072,-15872,8960,-14848,14336
11501,16128,-2560,10496,-7936,-10240,6656,4864,-9472,-9728,14336
11502,13568,14336,8448,-1792,10240,-13824,12800,-14848,-768,14336
11503,5632,11520,-15872,11008,-10240,15872,-12800,256,8448,14336
11504,-4352,-7424,1280,-15872,10240,-11776,-4864,14848,14592,14336
11505,-12800,-16128,14848,14592,-10240,3072,15872,8960,15104,14336
11506,-16128,-2560,-10496,-7936,10240,6656,-4864,-9472,9728,14336
11507,-13568,14336,-8448,-1792,-10240,-13824,-12800,-14848,768,14336
11508,-5632,11520,15872,11008,10240,15872,12800,256,-8448,14336
11509,4352,-7168,-1536,-15872,-10240,-11776,4864,14848,-14592,14336
11510,12800,-16128,-14848,14592,10240,3072,-15872,8960,-14848,14336
11511,16128,-2560,10496,-7936,-10240,6656,4864,-9472,-9728,14336
11512,13568,14336,8192,-2048,10240,-13824,12800,-14848,-768,14336
11513,5632,11520,-15872,11008,-10240,15872,-12800,256,8448,14336
11514,-4352,-7424,1536,-15872,10240,-11776,-4864,14848,14592,14336
11515,-12800,-16128,14848,14592,-10240,3072,15872,8960,14848,14336
11516,-16128,-2560,-10496,-7936,10240,6656,-4864,-9472,9728,14336
11517,-13568,14336,-8448,-2048,-10240,-13824,-12800,-14848,768,14336
11518,-5632,11520,15616,11008,10240,15872,12800,256,-8448,14336
11519,4352,-7424,-1536,-15872,-10240,-11776,4864,15104,-14592,14336
11520,12800,-15872,-14848,14592,10240,3072,-15872,8960,-14848,14336
11521,16128,-2560,10496,-7936,-10240,6656,4864,-9472,-9728,14336
11522,13568,14336,8448,-1792,10240,-13824,12800,-14848,-768,14336
11523,5632,11520,-15872,11008,-10240,15872,-12800,256,8448,14336
11524,-4352,-7168,1280,-15872,10240,-11776,-4864,14848,14592,14336
11525,-12800,-16128,14848,14592,-10240,3072,15872,8960,14848,14336
11526,-16128,-2560,-10752,-7936,10240,6656,-4864,-9472,9728,14336
11527,-13568,14336,-8448,-1792,-10240,-13824,-12800,-14848,512,14080
11528,-5632,11520,15616,11008,10240,15872,12800,256,-8448,14336
11529,4352,-7168,-1280,-15872,-10240,-11776,4864,14848,-14592,14336
11530,12800,-16128,-14848,14592,10240,3072,-15872,8960,-14848,14336
11531,16128,-2560,10496,-7936,-10240,6656,4864,-9472,-9728,14336
11532,13568,14336,8448,-1792,10240,-13824,12800,-14848,-768,14336
11533,5632,11520,-15616,11008,-10240,15872,-12800,256,8448,14336
11534,-4352,-7424,1280,-15872,10240,-11776,-4864,14848,14592,14336
11535,-12800,-16128,14848,14592,-10240,3072,15872,8960,14848,14336
11536,-16128,-2560,-10496,-7936,10240,6656,-4864,-9472,9728,14336
11537,-13568,14336,-8448,-1792,-10240,-13824,-12800,-14848,768,14336
11538,-5632,11520,15872,11008,10240,15872,12800,256,-8448,14336
11539,4352,-7424,-1536,-15872,-10240,-11776,4864,14848,-14592,14336
11540,12800,-15872,-14848,14592,10240,3072,-15872,8960,-14848,14336
11541,16128,-2560,10496,-7936,-10240,6656,4864,-9472,-9728,14336
11542,13568,14336,8448,-1792,10240,-13824,12800,-14848,-768,14336
11543,5632,11520,-15872,11008,-10240,15872,-12800,256,8448,14336
11544,-4352,-7168,1280,-15872,10240,-11776,-4864,14848,14592,14336
11545,-12800,-16128,14848,14592,-10240,3072,15872,8960,14848,14336
11546,-16128,-2560,-10496,-7936,10240,6656,-4864,-9472,9728,14336
11547,-13568,14336,-8192,-1792,-10240,-13824,-12800,-14848,768,14336
11548,-5632,11520,15616,11008,10240,15872,12800,256,-8448,14336
11549,4352,-7424,-1536,-15872,-10240,-11776,4864,14848,-14592,14336
11550,12800,-16128,-14848,14592,10240,3072,-15872,8960,-14848,14336
11551,16128,-2560,10496,-7936,-10240,6656,4864,-9472,-9728,14336
11552,13568,14336,8448,-1792,10240,-13824,12800,-14848,-768,14336
11553,5632,11520,-15616,11008,-10240,15872,-12800,256,8448,14336
11554,-4352,-7424,1280,-15872,10240,-11776,-4864,14848,14592,14336
11555,-12800,-16128,14848,14592,-10240,3072,15872,8960,14848,14336
11556,-16384,-2560,-10496,-7936,10240,6656,-4864,-9472,9728,14336
11557,-13568,14336,-8448,-2048,-10240,-13824,-12800,-14848,768,14336
11558,-5632,11520,15616,11008,10240,15872,12800,0,-8448,14336
11559,4352,-7424,-1536,-15872,-10240,-11776,4864,14848,-14592,14336
11560,12800,-16128,-14848,14592,10240,3072,-15872,8960,-14848,14336
11561,16128,-2560,10496,-7936,-10240,6656,4864,-9472,-9728,14336
11562,13568,14336,8448,-2048,10240,-13824,12800,-14848,-768,14336
11563,5632,11520,-15872,11008,-10240,15872,-12800,256,8448,14336
11564,-4352,-7168,1280,-15872,10240,-11776,-4864,14848,14592,14336
11565,-12800,-16128,14848,14592,-10240,3072,15872,8960,14848,14336
11566,-16384,-2560,-10752,-7936,10240,6656,-4864,-9472,9728,14336
11567,-13568,14336,-8192,-1792,-10240,-13824,-12800,-14848,768,14336
11568,-5632,11520,15872,11008,10240,15872,12800,256,-8448,14336
11569,4352,-7424,-1536,-15872,-10240,-11776,4864,14848,-14592,14336
11570,12800,-16128,-14848,14592,10240,3072,-15872,8960,-14848,14336
11571,16128,-2560,10496,-7936,-10240,6656,4864,-9216,-9728,14336
11572,13568,14336,8192,-1792,10240,-13824,12800,-14848,-768,14336
11573,5632,11520,-15872,11008,-10240,15872,-12800,256,8448,14336
11574,-4352,-7424,1280,-15872,10240,-11776,-4864,15104,14592,14336
11575,-12800,-16128,14848,14592,-10240,3072,15872,8960,14848,14336
11576,-16128,-2560,-10752,-7936,10240,6656,-4864,-9216,9728,14080
11577,-13568,14336,-8448,-1792,-10240,-13824,-12800,-14848,768,14336
11578,-5632,11520,15616,11008,10240,15872,12800,256,-8448,14336
11579,4352,-7424,-1536,-15872,-10240,-11776,4864,14848,-14592,14336
11580,12800,-16128,-14848,14592,10240,3072,-15872,8960,-14848,14336
11581,16128,-2560,10496,-7936,-10240,6656,4864,-9472,-9728,14336
11582,13568,14336,8448,-1792,10240,-13824,12800,-14848,-768,14336
11583,5632,11520,-15872,11008,-10240,15872,-12800,256,8448,14336
11584,-4352,-7424,1280,-15872,10240,-11776,-4864,14848,14592,14336
11585,-12800,-16128,14848,14592,-10240,3072,15872,8960,14848,14336
11586,-16128,-2560,-10496,-7936,10240,6656,-4864,-9216,9728,14336
11587,-13568,14336,-8448,-1792,-10240,-13824,-12800,-14848,768,14336
11588,-5632,11520,15616,11008,10240,15872,12800,0,-8448,14336
11589,4352,-7424,-1536,-15872,-10240,-11776,4864,15104,-14592,14336
11590,12800,-15872,-14848,14592,10240,3072,-15872,8960,-15104,14336
11591,16128,-2560,10496,-7936,-10240,6656,4864,-9216,-9728,14336
11592,13568,14336,8192,-2048,10240,-13824,12800,-14848,-768,14336
11593,5632,11520,-15872,11008,-10240,15872,-12800,256,8448,14336
11594,-4352,-7424,1536,-15872,10240,-11776,-4864,14848,14592,14336
11595,-12800,-16128,14848,14592,-10240,3072,15872,8960,15104,14336
11596,-16128,-2560,-10496,-7936,10240,6656,-4864,-9472,9728,14336
11597,-13568,14336,-8448,-2048,-10240,-13824,-12800,-14848,768,14336
11598,-5632,11520,15616,11008,10240,15872,12800,256,-8704,14336
11599,4352,-7424,-1536,-15872,-10240,-11776,4864,14848,-14592,14336
11600,12800,-16128,-14848,14592,10240,3072,-15872,9216,-14848,14336
11601,16128,-2560,10496,-7936,-10240,6656,4864,-9216,-9728,14336
11602,13568,14336,8448,-2048,10240,-13824,12800,-14848,-768,14336
11603,5632,11520,-15616,11008,-10240,15872,-12800,0,8448,14336
11604,-4352,-7168,1536,-15872,10240,-11776,-4864,15104,14592,14336
11605,-12800,-16128,14848,14592,-10240,3072,15872,8960,14848,14336
11606,-16384,-2560,-10752,-7936,10240,6656,-4864,-9472,9728,14336
11607,-13568,14336,-8448,-1792,-10240,-13824,-12800,-14848,768,14336
11608,-5632,11520,15616,11008,10240,15872,12800,256,-8448,14336
